"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 13, 2016","261.63","260.38","261.72","260.08","77.99K","0.35%"
"Dec 12, 2016","260.72","261.59","261.69","259.89","56.95K","-0.07%"
"Dec 09, 2016","260.91","261.24","261.29","260.34","58.35K","-0.42%"
"Dec 08, 2016","262.00","258.79","262.00","258.63","74.29K","2.21%"
"Dec 07, 2016","256.34","256.57","257.05","255.96","54.70K","0.28%"
"Dec 06, 2016","255.63","253.88","256.27","253.85","61.48K","1.38%"
"Dec 05, 2016","252.14","252.12","253.04","251.52","50.36K","-0.29%"
"Dec 02, 2016","252.88","253.93","254.22","252.06","55.14K","-0.63%"
"Dec 01, 2016","254.48","254.84","255.23","254.06","59.35K","0.09%"
"Nov 30, 2016","254.26","253.20","255.00","252.86","67.94K","0.53%"
"Nov 29, 2016","252.91","252.98","253.63","252.32","50.82K","-0.02%"
"Nov 28, 2016","252.96","252.46","253.63","250.87","45.86K","0.28%"
"Nov 25, 2016","252.26","252.19","252.84","251.64","44.61K","0.09%"
"Nov 24, 2016","252.03","253.22","253.71","251.44","53.64K","-0.64%"
"Nov 23, 2016","253.66","253.09","254.71","252.22","68.30K","0.51%"
"Nov 22, 2016","252.37","250.85","252.85","250.47","62.53K","1.15%"
"Nov 21, 2016","249.51","249.70","250.80","248.93","55.39K","-0.28%"
"Nov 18, 2016","250.21","250.90","251.02","249.23","78.55K","-0.10%"
"Nov 17, 2016","250.46","249.62","250.86","248.71","67.35K","0.06%"
"Nov 16, 2016","250.32","250.93","251.54","250.23","79.97K","0.45%"
"Nov 15, 2016","249.20","250.39","250.93","249.18","87.82K","-0.32%"
"Nov 14, 2016","250.01","251.59","252.36","250.00","100.35K","-0.79%"
"Nov 11, 2016","251.99","252.93","253.88","251.90","101.51K","-1.30%"
"Nov 10, 2016","255.31","253.80","255.31","252.64","119.32K","2.26%"
"Nov 09, 2016","249.67","255.83","257.03","246.51","123.18K","-2.19%"
"Nov 08, 2016","255.26","256.20","256.31","254.10","46.85K","0.26%"
"Nov 07, 2016","254.60","254.79","255.42","254.00","49.04K","0.80%"
"Nov 04, 2016","252.57","252.85","253.29","251.86","44.62K","-0.13%"
"Nov 03, 2016","252.90","252.44","253.74","251.72","56.22K","0.03%"
"Nov 02, 2016","252.83","254.27","254.77","252.33","67.05K","-1.23%"
"Nov 01, 2016","255.99","255.35","256.30","253.51","71.63K","0.02%"
"Oct 31, 2016","255.93","255.60","256.66","255.21","59.12K","-0.23%"
"Oct 28, 2016","256.53","256.45","257.30","255.89","53.17K","-0.05%"
"Oct 27, 2016","256.66","256.25","256.99","255.62","68.40K","0.45%"
"Oct 26, 2016","255.52","257.73","257.73","254.13","65.63K","-1.18%"
"Oct 25, 2016","258.57","258.79","258.92","257.82","68.93K","-0.35%"
"Oct 24, 2016","259.48","257.83","259.48","257.76","53.74K","0.86%"
"Oct 21, 2016","257.26","258.16","258.39","256.82","52.58K","-0.45%"
"Oct 20, 2016","258.41","258.55","259.28","257.80","60.71K","0.08%"
"Oct 19, 2016","258.21","257.25","259.67","257.17","62.06K","0.09%"
"Oct 18, 2016","257.98","256.17","258.04","255.99","59.07K","0.70%"
"Oct 17, 2016","256.19","255.90","257.07","253.71","55.16K","0.43%"
"Oct 14, 2016","255.09","254.70","255.91","254.66","61.59K","0.46%"
"Oct 13, 2016","253.93","256.19","256.60","253.79","58.49K","-0.89%"
"Oct 12, 2016","256.20","254.69","256.67","254.56","62.69K","0.02%"
"Oct 11, 2016","256.15","259.29","260.40","255.93","68.77K","-1.60%"
"Oct 10, 2016","260.31","258.85","260.71","257.68","74.08K","0.10%"
"Oct 07, 2016","260.06","261.17","261.53","259.73","62.37K","-0.41%"
"Oct 06, 2016","261.13","261.60","261.68","259.65","64.94K","0.83%"
"Oct 05, 2016","258.99","257.51","259.49","256.67","58.01K","-0.07%"
"Oct 04, 2016","259.18","259.51","259.74","258.55","62.56K","0.66%"
"Sep 30, 2016","257.49","258.30","258.91","257.29","74.92K","-1.10%"
"Sep 29, 2016","260.35","259.60","260.95","259.60","65.37K","0.83%"
"Sep 28, 2016","258.21","259.32","259.46","257.96","59.19K","-0.52%"
"Sep 27, 2016","259.57","256.16","259.87","255.16","58.68K","0.81%"
"Sep 26, 2016","257.48","258.07","259.32","256.90","43.88K","-0.34%"
"Sep 23, 2016","258.37","258.44","259.14","257.71","58.39K","0.01%"
"Sep 22, 2016","258.34","258.46","259.99","258.13","59.90K","0.71%"
"Sep 21, 2016","256.52","254.65","256.55","254.56","51.98K","0.56%"
"Sep 20, 2016","255.09","253.86","255.23","253.33","54.63K","0.46%"
"Sep 19, 2016","253.93","251.51","254.54","251.38","59.75K","0.86%"
"Sep 13, 2016","251.77","253.39","253.55","251.66","74.55K","0.49%"
"Sep 12, 2016","250.53","252.37","253.43","250.53","66.33K","-2.63%"
"Sep 09, 2016","257.31","258.68","258.94","256.21","70.05K","-1.36%"
"Sep 08, 2016","260.86","260.72","261.48","259.41","79.38K","0.21%"
"Sep 07, 2016","260.31","261.15","262.10","260.31","68.75K","-0.24%"
"Sep 06, 2016","260.93","259.39","261.16","259.26","49.97K","0.50%"
"Sep 05, 2016","259.64","257.85","259.74","257.63","54.17K","1.22%"
"Sep 02, 2016","256.50","256.16","256.73","255.57","49.27K","0.18%"
"Sep 01, 2016","256.03","254.95","256.13","253.86","56.10K","-0.33%"
"Aug 31, 2016","256.87","257.21","257.49","255.90","66.35K","-0.24%"
"Aug 30, 2016","257.49","257.27","258.93","257.00","56.52K","0.39%"
"Aug 29, 2016","256.49","254.93","256.66","254.45","62.76K","0.10%"
"Aug 26, 2016","256.23","256.17","256.76","255.02","68.30K","-0.40%"
"Aug 25, 2016","257.26","256.78","257.76","256.00","58.80K","-0.02%"
"Aug 24, 2016","257.30","258.40","258.65","256.54","54.46K","-0.43%"
"Aug 23, 2016","258.42","257.57","258.63","257.09","65.71K","0.45%"
"Aug 22, 2016","257.27","258.54","258.63","256.92","62.92K","-0.55%"
"Aug 19, 2016","258.69","258.42","258.84","257.54","72.80K","0.22%"
"Aug 18, 2016","258.11","256.62","258.23","255.80","64.01K","0.81%"
"Aug 17, 2016","256.04","255.82","256.32","254.60","63.81K","-0.04%"
"Aug 16, 2016","256.15","256.95","258.13","256.12","68.32K","-0.01%"
"Aug 12, 2016","256.17","256.86","257.88","255.70","74.92K","-0.00%"
"Aug 11, 2016","256.18","255.14","256.18","254.24","93.47K","0.29%"
"Aug 10, 2016","255.43","255.68","256.31","255.06","66.94K","-0.16%"
"Aug 09, 2016","255.85","254.38","256.24","254.19","60.35K","0.68%"
"Aug 08, 2016","254.11","253.34","254.18","252.51","64.33K","0.69%"
"Aug 05, 2016","252.36","250.21","252.40","249.96","62.00K","1.25%"
"Aug 04, 2016","249.24","250.22","250.34","248.65","54.04K","0.24%"
"Aug 03, 2016","248.65","250.56","250.56","248.60","74.70K","-1.30%"
"Aug 02, 2016","251.93","252.80","253.14","251.76","61.75K","-0.74%"
"Aug 01, 2016","253.81","252.91","254.02","252.81","91.15K","0.93%"
"Jul 29, 2016","251.48","252.24","253.37","251.48","87.04K","-0.15%"
"Jul 28, 2016","251.86","253.27","253.34","251.00","74.23K","-0.34%"
"Jul 27, 2016","252.73","252.63","253.20","252.13","78.39K","0.00%"
"Jul 26, 2016","252.72","250.19","252.76","249.90","73.29K","0.83%"
"Jul 25, 2016","250.65","250.40","251.49","249.69","68.80K","0.24%"
"Jul 22, 2016","250.04","249.43","250.70","248.97","55.60K","-0.16%"
"Jul 21, 2016","250.44","251.11","251.36","249.72","63.66K","-0.09%"
"Jul 20, 2016","250.66","250.37","250.66","249.08","60.02K","-0.12%"
"Jul 19, 2016","250.97","251.64","251.76","250.08","62.16K","-0.22%"
"Jul 18, 2016","251.52","251.08","251.65","250.31","55.90K","0.20%"
"Jul 15, 2016","251.02","250.61","251.72","249.99","75.74K","0.49%"
"Jul 14, 2016","249.80","248.95","249.96","248.36","67.35K","0.22%"
"Jul 13, 2016","249.25","249.44","250.26","247.74","78.64K","0.85%"
"Jul 12, 2016","247.14","247.36","248.35","246.62","72.91K","0.06%"
"Jul 11, 2016","246.99","245.64","247.42","245.44","63.84K","1.46%"
"Jul 08, 2016","243.43","244.30","245.40","242.72","62.67K","-0.48%"
"Jul 07, 2016","244.60","243.15","245.02","242.63","62.21K","1.13%"
"Jul 06, 2016","241.86","245.37","245.74","240.73","71.67K","-2.05%"
"Jul 05, 2016","246.91","247.67","247.84","246.51","54.81K","-0.29%"
"Jul 04, 2016","247.62","246.66","247.94","246.16","63.63K","0.45%"
"Jul 01, 2016","246.52","244.96","247.57","244.78","63.05K","0.97%"
"Jun 30, 2016","244.14","244.25","244.48","242.52","75.45K","0.75%"
"Jun 29, 2016","242.32","241.29","243.71","240.68","67.36K","0.93%"
"Jun 28, 2016","240.08","236.78","240.46","236.73","79.65K","0.33%"
"Jun 27, 2016","239.28","236.79","239.28","236.68","95.45K","0.03%"
"Jun 24, 2016","239.21","248.23","248.27","234.97","190.03K","-2.88%"
"Jun 23, 2016","246.31","246.42","246.81","245.64","65.98K","-0.18%"
"Jun 22, 2016","246.75","245.17","247.03","244.79","65.85K","0.57%"
"Jun 21, 2016","245.34","244.60","245.50","243.99","58.40K","0.07%"
"Jun 20, 2016","245.17","244.44","245.63","243.74","75.09K","1.47%"
"Jun 17, 2016","241.63","243.35","244.02","241.32","77.33K","0.01%"
"Jun 16, 2016","241.61","243.66","244.00","240.52","83.31K","-0.69%"
"Jun 15, 2016","243.30","243.41","244.16","242.19","84.10K","-0.02%"
"Jun 14, 2016","243.35","243.79","244.46","242.36","107.84K","-0.29%"
"Jun 13, 2016","244.05","246.74","246.96","243.70","79.11K","-1.97%"
"Jun 10, 2016","248.96","249.86","249.86","248.63","89.45K","-0.49%"
"Jun 09, 2016","250.19","250.19","251.51","248.46","138.77K","0.06%"
"Jun 08, 2016","250.04","248.24","250.04","247.68","90.73K","0.88%"
"Jun 07, 2016","247.85","245.55","247.86","245.54","79.44K","1.42%"
"Jun 03, 2016","244.39","244.94","244.94","243.67","86.35K","0.09%"
"Jun 02, 2016","244.18","243.88","244.66","243.31","78.95K","0.25%"
"Jun 01, 2016","243.58","242.70","244.19","242.48","78.84K","-0.02%"
"May 31, 2016","243.63","241.03","243.84","240.36","117.97K","0.79%"
"May 30, 2016","241.73","241.94","242.07","240.41","67.45K","-0.05%"
"May 27, 2016","241.85","241.25","242.41","240.74","92.23K","0.53%"
"May 26, 2016","240.58","241.56","242.05","240.45","130.28K","-0.14%"
"May 25, 2016","240.91","239.68","241.45","239.28","91.19K","1.37%"
"May 24, 2016","237.65","239.28","239.48","237.65","89.47K","-0.92%"
"May 23, 2016","239.85","239.60","240.08","237.81","57.83K","0.46%"
"May 20, 2016","238.74","238.67","239.59","238.23","65.91K","-0.13%"
"May 19, 2016","239.04","239.45","239.68","238.47","103.13K","-0.33%"
"May 18, 2016","239.82","240.32","240.46","238.14","103.98K","-0.50%"
"May 17, 2016","241.03","241.67","241.81","240.26","71.72K","0.09%"
"May 16, 2016","240.82","240.01","241.32","240.01","97.14K","0.09%"
"May 13, 2016","240.60","242.61","242.73","240.03","74.19K","-0.72%"
"May 12, 2016","242.34","242.23","243.12","241.66","81.72K","-0.30%"
"May 11, 2016","243.07","244.39","244.39","241.99","87.90K","-0.25%"
"May 10, 2016","243.68","241.97","243.68","241.77","114.28K","0.60%"
"May 09, 2016","242.23","242.84","243.11","241.63","98.23K","-0.44%"
"May 04, 2016","243.31","243.29","243.85","242.23","110.86K","-0.40%"
"May 03, 2016","244.29","244.88","244.90","243.48","71.15K","0.34%"
"May 02, 2016","243.47","244.86","244.88","243.27","78.97K","-0.71%"
"Apr 29, 2016","245.20","245.90","246.01","243.89","104.34K","-0.43%"
"Apr 28, 2016","246.27","249.42","249.52","245.91","108.54K","-0.97%"
"Apr 27, 2016","248.69","248.87","249.09","248.28","163.10K","-0.09%"
"Apr 26, 2016","248.92","247.81","249.22","247.70","134.48K","0.32%"
"Apr 25, 2016","248.13","248.33","248.45","247.08","129.12K","-0.08%"
"Apr 22, 2016","248.32","248.44","248.86","247.74","105.79K","-0.43%"
"Apr 21, 2016","249.39","248.45","249.50","247.92","87.88K","0.86%"
"Apr 20, 2016","247.26","248.63","249.56","247.26","93.35K","-0.25%"
"Apr 19, 2016","247.88","248.67","249.34","247.49","99.75K","-0.05%"
"Apr 18, 2016","248.00","246.70","248.04","246.32","82.38K","-0.21%"
"Apr 15, 2016","248.53","248.47","249.03","247.68","99.58K","-0.14%"
"Apr 14, 2016","248.89","247.01","248.90","246.76","136.90K","2.13%"
"Apr 12, 2016","243.71","242.05","243.94","241.72","102.08K","0.68%"
"Apr 11, 2016","242.06","241.79","242.29","240.65","89.46K","0.12%"
"Apr 08, 2016","241.77","240.59","241.84","239.57","117.36K","-0.21%"
"Apr 07, 2016","242.29","243.05","243.27","241.03","138.88K","0.12%"
"Apr 06, 2016","241.99","240.85","242.59","240.65","103.09K","0.59%"
"Apr 05, 2016","240.58","242.10","242.25","240.28","63.93K","-1.02%"
"Apr 04, 2016","243.05","242.38","243.06","241.73","68.62K","0.28%"
"Apr 01, 2016","242.36","245.59","245.66","241.82","157.19K","-1.42%"
"Mar 31, 2016","245.86","246.95","247.26","244.55","89.22K","-0.28%"
"Mar 30, 2016","246.54","246.98","247.58","246.07","103.09K","0.41%"
"Mar 29, 2016","245.53","244.55","245.88","244.11","103.64K","0.65%"
"Mar 28, 2016","243.95","243.86","244.96","243.66","104.25K","0.07%"
"Mar 25, 2016","243.79","244.61","244.65","243.33","73.17K","-0.12%"
"Mar 24, 2016","244.08","244.30","245.00","243.31","74.74K","-0.47%"
"Mar 23, 2016","245.23","245.33","246.18","244.45","72.96K","-0.07%"
"Mar 22, 2016","245.41","244.75","245.41","244.06","73.84K","0.46%"
"Mar 21, 2016","244.28","245.44","245.95","243.20","72.83K","-0.14%"
"Mar 18, 2016","244.63","245.25","245.27","243.72","77.05K","0.22%"
"Mar 17, 2016","244.09","243.65","245.84","243.58","88.89K","0.72%"
"Mar 16, 2016","242.35","242.04","243.43","241.63","73.42K","0.22%"
"Mar 15, 2016","241.83","242.47","243.00","241.28","67.44K","-0.13%"
"Mar 14, 2016","242.15","243.90","243.94","241.93","73.87K","0.07%"
"Mar 11, 2016","241.97","241.29","242.62","241.17","60.92K","0.22%"
"Mar 10, 2016","241.43","239.91","242.51","239.47","84.24K","0.96%"
"Mar 09, 2016","239.13","237.64","239.13","237.21","76.74K","0.29%"
"Mar 08, 2016","238.44","240.27","240.27","237.32","119.59K","-0.74%"
"Mar 07, 2016","240.21","240.47","240.91","239.84","134.37K","0.20%"
"Mar 04, 2016","239.74","239.84","240.31","238.93","116.64K","-0.15%"
"Mar 03, 2016","240.09","240.20","240.20","238.68","111.24K","0.61%"
"Mar 02, 2016","238.63","238.45","239.08","238.08","108.55K","1.70%"
"Feb 29, 2016","234.63","235.40","236.28","234.63","80.36K","-0.25%"
"Feb 26, 2016","235.22","236.39","236.46","234.86","77.67K","-0.06%"
"Feb 25, 2016","235.37","235.57","236.91","233.87","73.32K","0.20%"
"Feb 24, 2016","234.91","234.30","235.58","233.96","70.37K","-0.05%"
"Feb 23, 2016","235.03","236.54","236.67","234.42","70.24K","0.03%"
"Feb 22, 2016","234.95","234.58","235.73","233.78","59.59K","-0.14%"
"Feb 19, 2016","235.27","234.11","235.31","233.47","74.34K","0.23%"
"Feb 18, 2016","234.74","235.08","235.11","233.52","81.41K","1.21%"
"Feb 17, 2016","231.94","231.66","233.30","230.87","95.03K","0.18%"
"Feb 16, 2016","231.52","229.26","232.13","228.87","76.71K","1.37%"
"Feb 15, 2016","228.40","227.84","228.81","226.86","82.00K","1.52%"
"Feb 12, 2016","224.98","225.50","226.63","223.37","122.06K","-0.76%"
"Feb 11, 2016","226.70","227.77","228.35","226.26","83.57K","-2.83%"
"Feb 05, 2016","233.30","232.73","233.93","232.27","90.04K","0.17%"
"Feb 04, 2016","232.91","230.30","232.94","230.12","84.73K","1.72%"
"Feb 03, 2016","228.97","229.29","229.36","227.77","77.80K","-0.92%"
"Feb 02, 2016","231.10","232.27","232.95","231.05","87.26K","-1.10%"
"Feb 01, 2016","233.67","232.87","233.84","232.13","106.26K","0.68%"
"Jan 29, 2016","232.10","230.97","232.10","228.80","107.90K","0.25%"
"Jan 28, 2016","231.51","229.07","231.62","228.02","131.30K","0.24%"
"Jan 27, 2016","230.96","229.19","231.13","228.83","92.89K","1.66%"
"Jan 26, 2016","227.19","228.66","229.06","226.16","89.53K","-1.31%"
"Jan 25, 2016","230.21","229.98","231.37","228.99","75.66K","0.62%"
"Jan 22, 2016","228.79","226.35","228.79","226.31","115.53K","2.23%"
"Jan 21, 2016","223.81","224.83","226.61","223.81","145.37K","-0.33%"
"Jan 20, 2016","224.54","229.29","229.30","222.92","121.08K","-2.41%"
"Jan 19, 2016","230.08","228.79","230.12","227.03","80.14K","0.65%"
"Jan 18, 2016","228.59","225.56","229.16","225.33","79.30K","-0.08%"
"Jan 15, 2016","228.78","233.38","233.76","228.01","96.87K","-1.12%"
"Jan 14, 2016","231.38","230.68","231.52","229.41","78.14K","-0.92%"
"Jan 13, 2016","233.52","232.24","234.26","231.89","71.91K","1.29%"
"Jan 12, 2016","230.55","232.45","232.85","230.25","72.24K","-0.12%"
"Jan 11, 2016","230.83","230.77","232.27","230.34","76.83K","-1.22%"
"Jan 08, 2016","233.68","230.40","233.78","229.91","117.16K","0.75%"
"Jan 07, 2016","231.93","233.23","234.54","231.52","88.01K","-1.14%"
"Jan 06, 2016","234.60","236.48","236.48","233.27","89.01K","-0.65%"
"Jan 05, 2016","236.13","233.96","237.25","233.96","67.02K","0.64%"
"Jan 04, 2016","234.63","239.30","239.35","234.63","68.18K","-2.39%"
"Dec 30, 2015","240.38","242.13","242.42","240.03","67.55K","-0.35%"
"Dec 29, 2015","241.22","240.69","241.61","238.90","61.63K","-0.24%"
"Dec 28, 2015","241.79","245.38","245.51","241.79","66.38K","-1.44%"
"Dec 24, 2015","245.33","247.81","247.96","245.33","58.78K","-0.49%"
"Dec 23, 2015","246.53","245.64","247.49","244.97","68.71K","0.43%"
"Dec 22, 2015","245.48","244.06","245.51","242.58","69.97K","0.71%"
"Dec 21, 2015","243.76","243.01","244.69","242.01","53.53K","0.31%"
"Dec 18, 2015","243.00","241.71","244.14","241.42","61.14K","-0.48%"
"Dec 17, 2015","244.17","245.20","245.69","242.77","63.27K","0.28%"
"Dec 16, 2015","243.49","240.89","244.37","240.82","66.77K","1.96%"
"Dec 15, 2015","238.80","239.13","239.54","237.98","54.29K","0.26%"
"Dec 14, 2015","238.17","237.55","238.49","236.94","72.62K","-0.91%"
"Dec 11, 2015","240.35","240.65","241.83","239.78","61.34K","-0.10%"
"Dec 10, 2015","240.60","239.28","241.31","238.99","81.18K","0.50%"
"Dec 09, 2015","239.40","239.59","240.30","238.67","65.35K","0.07%"
"Dec 08, 2015","239.23","240.86","241.77","239.19","63.31K","-0.60%"
"Dec 07, 2015","240.68","243.76","243.81","240.67","48.48K","-0.61%"
"Dec 04, 2015","242.15","241.86","243.31","241.64","47.98K","-1.03%"
"Dec 03, 2015","244.68","245.46","245.49","243.12","49.72K","-0.78%"
"Dec 02, 2015","246.60","248.90","249.00","246.60","55.56K","-0.84%"
"Dec 01, 2015","248.70","245.47","249.08","245.39","61.34K","1.83%"
"Nov 30, 2015","244.24","248.30","248.40","243.85","117.53K","-1.94%"
"Nov 27, 2015","249.07","250.46","250.60","248.93","66.68K","-0.14%"
"Nov 26, 2015","249.43","247.21","249.91","247.21","84.30K","1.16%"
"Nov 25, 2015","246.58","247.79","247.85","246.45","70.52K","-0.38%"
"Nov 24, 2015","247.51","245.96","248.05","245.77","69.43K","0.65%"
"Nov 23, 2015","245.92","245.48","246.86","244.94","69.10K","0.46%"
"Nov 20, 2015","244.80","244.74","245.50","244.31","97.65K","0.00%"
"Nov 19, 2015","244.79","243.10","244.79","242.54","73.73K","1.39%"
"Nov 18, 2015","241.44","241.76","242.65","241.16","80.10K","0.07%"
"Nov 17, 2015","241.26","241.99","242.93","240.93","62.91K","1.00%"
"Nov 16, 2015","238.87","239.41","240.81","238.84","98.79K","-1.58%"
"Nov 13, 2015","242.71","243.16","243.98","242.56","59.94K","-0.99%"
"Nov 12, 2015","245.14","245.73","245.97","245.00","49.48K","-0.29%"
"Nov 11, 2015","245.86","245.47","246.65","244.13","64.21K","0.00%"
"Nov 10, 2015","245.86","247.77","247.84","244.94","77.45K","-1.34%"
"Nov 09, 2015","249.21","249.87","250.01","248.29","75.32K","-0.42%"
"Nov 06, 2015","250.25","251.53","252.05","249.80","76.27K","-0.61%"
"Nov 05, 2015","251.79","251.77","252.13","250.58","60.05K","-0.21%"
"Nov 04, 2015","252.33","252.74","253.22","251.11","60.77K","0.08%"
"Nov 03, 2015","252.12","251.44","252.94","251.33","92.48K","0.61%"
"Nov 02, 2015","250.60","249.86","250.66","249.33","61.87K","0.48%"
"Oct 30, 2015","249.41","249.20","250.87","248.83","76.80K","0.19%"
"Oct 29, 2015","248.93","251.19","253.41","248.85","138.19K","-0.34%"
"Oct 28, 2015","249.79","250.03","250.03","248.33","87.71K","-0.10%"
"Oct 27, 2015","250.04","249.52","250.18","248.71","64.32K","-0.13%"
"Oct 26, 2015","250.36","250.58","250.63","249.38","67.72K","0.38%"
